,ground CCSDE,1A1 (4s),2A1 (3pz),3A1 (3s),4A1 (3d),5A1 (3pz),1A2 (3d),2A2 (4d),1B1 (5px),2B1 (3px),3B1 (3d),4B1 (4px),5B1 (4d), 1B1 (2py),2B2 (3py),3B2 (3d),4B2 (4py),5B2 (4d)
1.56,-3.344485882,-3.040694181,-3.010493733,-2.973213044,-2.971281749,-2.960460459,-2.970381285,-2.922932013,-3.042716955,-2.97256047,-2.971456796,-2.939118126,-2.924971779,-3.042716955,-2.97256047,-2.971456796,-2.939118126,-2.924971779
1.57,-3.3449774,-3.040246482,-3.010075307,-2.972811478,-2.97086455,-2.960042879,-2.969976296,-2.922494054,-3.042278848,-2.972143937,-2.971043629,-2.938706059,-2.924485033,-3.042278848,-2.972143937,-2.971043629,-2.938706059,-2.924485033
1.58,-3.34545508,-3.039811848,-3.009667843,-2.972420361,-2.970458537,-2.959635833,-2.969581881,-2.922066601,-3.041851838,-2.971737974,-2.970641081,-2.938304944,-2.924007346,-3.041851838,-2.971737974,-2.970641081,-2.938304944,-2.924007346
1.59,-3.34591928,-3.039389954,-3.009271241,-2.972039481,-2.970063469,-2.959239143,-2.969197819,-2.92164944,-3.041435695,-2.971342366,-2.97024894,-2.937914563,-2.923538514,-3.041435695,-2.971342366,-2.97024894,-2.937914563,-2.923538514
1.6,-3.346370352,-3.038980442,-3.008885361,-2.971668623,-2.969679103,-2.958852628,-2.968823894,-2.921242355,-3.041030188,-2.970956897,-2.969866992,-2.937534696,-2.923078328,-3.041030188,-2.970956897,-2.969866992,-2.937534696,-2.923078328
1.61,-3.346808639,-3.038583068,-3.008510179,-2.971307576,-2.969305201,-2.958476111,-2.968459887,-2.920845133,-3.040635091,-2.970581354,-2.969495024,-2.937165126,-2.922626587,-3.040635091,-2.970581354,-2.969495024,-2.937165126,-2.922626587
1.62,-3.347234477,-3.038197479,-3.008145546,-2.970956129,-2.968941524,-2.958109412,-2.968105583,-2.920457559,-3.040250176,-2.970215524,-2.969132826,-2.936805633,-2.922183085,-3.040250176,-2.970215524,-2.969132826,-2.936805633,-2.922183085
1.63,-3.347648193,-3.037823366,-3.007791353,-2.970614071,-2.968587835,-2.957752351,-2.967760767,-2.92007942,-3.039875217,-2.969859195,-2.968780186,-2.936456001,-2.921747621,-3.039875217,-2.969859195,-2.968780186,-2.936456001,-2.921747621
1.64,-3.348050107,-3.037460424,-3.007447488,-2.970281194,-2.9682439,-2.957404751,-2.967425226,-2.919710508,-3.039509991,-2.969512158,-2.968436896,-2.936116016,-2.921319995,-3.039509991,-2.969512158,-2.968436896,-2.936116016,-2.921319995
1.65,-3.348440533,-3.037108353,-3.007113836,-2.969957291,-2.967909487,-2.957066432,-2.967098749,-2.919350611,-3.039154276,-2.969174204,-2.968102746,-2.935785463,-2.92090001,-3.039154276,-2.969174204,-2.968102746,-2.935785463,-2.92090001
1.66,-3.348819775,-3.036766855,-3.006790282,-2.969642158,-2.967584368,-2.956737218,-2.966781126,-2.918999525,-3.038807854,-2.968845128,-2.967777532,-2.935464133,-2.92048747,-3.038807854,-2.968845128,-2.967777532,-2.935464133,-2.92048747
1.67,-3.349188133,-3.036435642,-3.006476707,-2.969335592,-2.967268316,-2.956416933,-2.966472151,-2.918657042,-3.038470507,-2.968524725,-2.96746105,-2.935151814,-2.92008218,-3.038470507,-2.968524725,-2.96746105,-2.935151814,-2.92008218
1.68,-3.349545897,-3.036114429,-3.006172993,-2.969037392,-2.966961108,-2.956105403,-2.966171619,-2.918322962,-3.038142021,-2.968212796,-2.967153096,-2.9348483,-2.919683951,-3.038142021,-2.968212796,-2.967153096,-2.9348483,-2.919683951
1.69,-3.349893351,-3.035802935,-3.00587902,-2.96874736,-2.966662523,-2.955802454,-2.965879328,-2.917997082,-3.037822185,-2.96790914,-2.966853473,-2.934553386,-2.919292594,-3.037822185,-2.96790914,-2.966853473,-2.934553386,-2.919292594
1.7,-3.350230773,-3.035500888,-3.005594666,-2.9684653,-2.966372346,-2.955507915,-2.965595078,-2.917679206,-3.037510791,-2.967613563,-2.966561982,-2.934266871,-2.918907923,-3.037510791,-2.967613563,-2.966561982,-2.934266871,-2.918907923
1.71,-3.350558435,-3.035208018,-3.005319809,-2.968191019,-2.966090362,-2.955221617,-2.965318674,-2.917369138,-3.037207633,-2.967325869,-2.966278428,-2.933988553,-2.918529754,-3.037207633,-2.967325869,-2.966278428,-2.933988553,-2.918529754
1.72,-3.350876599,-3.034924064,-3.005054325,-2.967924326,-2.965816361,-2.95494339,-2.965049921,-2.917066685,-3.036912509,-2.96704587,-2.966002621,-2.933718237,-2.918157909,-3.036912509,-2.96704587,-2.966002621,-2.933718237,-2.918157909
1.73,-3.351185526,-3.034648768,-3.004798092,-2.967665034,-2.965550138,-2.954673071,-2.964788629,-2.916771658,-3.036625221,-2.966773377,-2.96573437,-2.933455728,-2.917792209,-3.036625221,-2.966773377,-2.96573437,-2.933455728,-2.917792209
1.74,-3.351485465,-3.03438188,-3.004550985,-2.967412957,-2.965291489,-2.954410493,-2.964534611,-2.916483871,-3.036345571,-2.966508206,-2.965473489,-2.933200836,-2.917432482,-3.036345571,-2.966508206,-2.965473489,-2.933200836,-2.917432482
1.75,-3.351776663,-3.034123154,-3.00431288,-2.967167913,-2.965040216,-2.954155496,-2.964287681,-2.916203139,-3.036073369,-2.966250175,-2.965219794,-2.932953372,-2.917078555,-3.036073369,-2.966250175,-2.965219794,-2.932953372,-2.917078555
1.76,-3.352059358,-3.03387235,-3.004083652,-2.966929722,-2.964796124,-2.95390792,-2.96404766,-2.915929283,-3.035808426,-2.965999106,-2.964973106,-2.932713152,-2.916730261,-3.035808426,-2.965999106,-2.964973106,-2.932713152,-2.916730261
1.77,-3.352333785,-3.033629236,-3.003863177,-2.96669821,-2.96455902,-2.953667606,-2.963814368,-2.915662123,-3.035550555,-2.965754824,-2.964733246,-2.932479994,-2.916387436,-3.035550555,-2.965754824,-2.964733246,-2.932479994,-2.916387436
1.78,-3.352600172,-3.033393589,-3.003651329,-2.966473202,-2.964328767,-2.9534344,-2.963587632,-2.915401487,-3.035299575,-2.965517155,-2.96450004,-2.93225372,-2.916049917,-3.035299575,-2.965517155,-2.96450004,-2.93225372,-2.916049917
1.79,-3.352858739,-3.033165175,-3.003447985,-2.966254528,-2.96410508,-2.953208149,-2.963367279,-2.915147203,-3.035055299,-2.965285931,-2.964273325,-2.932034164,-2.915717546,-3.035055299,-2.965285931,-2.964273325,-2.932034164,-2.915717546
1.8,-3.353109704,-3.032943783,-3.003253021,-2.966042021,-2.963887831,-2.952988702,-2.963153143,-2.914899102,-3.03481757,-2.965060989,-2.964052917,-2.931821133,-2.915390169,-3.03481757,-2.965060989,-2.964052917,-2.931821133,-2.915390169
1.81,-3.353353278,-3.032729202,-3.003066311,-2.965835516,-2.963676843,-2.952775911,-2.962945057,-2.914657021,-3.034586209,-2.964842164,-2.963838659,-2.931614469,-2.915067633,-3.034586209,-2.964842164,-2.963838659,-2.931614469,-2.915067633
1.82,-3.353589665,-3.032521226,-3.002887734,-2.965634852,-2.963471945,-2.95256963,-2.962742861,-2.914420798,-3.034361046,-2.964629298,-2.963630389,-2.931414008,-2.914749791,-3.034361046,-2.964629298,-2.963630389,-2.931414008,-2.914749791
1.83,-3.353819068,-3.032319655,-3.002717165,-2.965439873,-2.963272969,-2.952369714,-2.962546397,-2.914190273,-3.034141918,-2.964422234,-2.963427949,-2.931219586,-2.914436495,-3.034141918,-2.964422234,-2.963427949,-2.931219586,-2.914436495
1.84,-3.354041679,-3.032124295,-3.002554482,-2.965250423,-2.963079748,-2.952176023,-2.96235551,-2.913965294,-3.033928665,-2.96422082,-2.963231183,-2.931031046,-2.914127605,-3.033928665,-2.96422082,-2.963231183,-2.931031046,-2.914127605
1.85,-3.354257691,-3.031934955,-3.002399563,-2.96506635,-2.962892123,-2.951988417,-2.962170049,-2.913745707,-3.033721129,-2.964024907,-2.963039939,-2.93084823,-2.913822981,-3.033721129,-2.964024907,-2.963039939,-2.93084823,-2.913822981
1.86,-3.354467288,-3.031751451,-3.002252287,-2.964887505,-2.962709937,-2.951806761,-2.961989865,-2.913531364,-3.033519158,-2.963834348,-2.962854002,-2.930670987,-2.913522487,-3.033519158,-2.963834348,-2.962854002,-2.930670987,-2.913522487
1.87,-3.35467065,-3.031573604,-3.002112533,-2.964713743,-2.962533035,-2.951630919,-2.961814814,-2.91332212,-3.0333226,-2.963649001,-2.962673361,-2.930499168,-2.913225991,-3.0333226,-2.963649001,-2.962673361,-2.930499168,-2.913225991
1.88,-3.354867954,-3.03140125,-3.001980199,-2.964544922,-2.962361277,-2.951460762,-2.961644755,-2.913117832,-3.03313131,-2.963468726,-2.962497804,-2.930332627,-2.912933364,-3.03313131,-2.963468726,-2.962497804,-2.930332627,-2.912933364
1.89,-3.35505937,-3.031234198,-3.00185513,-2.964380902,-2.962194499,-2.951296157,-2.961479549,-2.912918362,-3.032945143,-2.963293385,-2.962327192,-2.930171221,-2.912644478,-3.032945143,-2.963293385,-2.962327192,-2.930171221,-2.912644478
1.9,-3.355245065,-3.031072294,-3.001737225,-2.964221546,-2.962032567,-2.951136978,-2.961319061,-2.912723573,-3.032763961,-2.963122846,-2.962161389,-2.93001481,-2.91235921,-3.032763961,-2.963122846,-2.962161389,-2.93001481,-2.91235921
1.91,-3.355425202,-3.030915378,-3.001626367,-2.964066721,-2.961875343,-2.9509831,-2.961163159,-2.912533333,-3.032587627,-2.962956978,-2.962000262,-2.929863259,-2.912077441,-3.032587627,-2.962956978,-2.962000262,-2.929863259,-2.912077441
1.92,-3.355599938,-3.030763296,-3.00152244,-2.963916297,-2.96172269,-2.950834401,-2.961011714,-2.912347512,-3.032416007,-2.962795654,-2.961843679,-2.929716433,-2.911799052,-3.032416007,-2.962795654,-2.961843679,-2.929716433,-2.911799052
1.93,-3.355769427,-3.030615896,-3.001425326,-2.963770145,-2.961574476,-2.95069076,-2.960864601,-2.912165984,-3.032248972,-2.962638748,-2.961691514,-2.929574203,-2.911523929,-3.032248972,-2.962638748,-2.961691514,-2.929574203,-2.911523929
1.94,-3.35593382,-3.030473034,-3.001334911,-2.963628137,-2.961430576,-2.950552061,-2.960721697,-2.911988623,-3.032086395,-2.96248614,-2.961543643,-2.929436441,-2.911251962,-3.032086395,-2.96248614,-2.961543643,-2.929436441,-2.911251962
1.95,-3.356093261,-3.030334563,-3.001251082,-2.963490159,-2.961290857,-2.950418182,-2.960582882,-2.911815311,-3.031928152,-2.96233771,-2.961399943,-2.929303023,-2.91098304,-3.031928152,-2.96233771,-2.961399943,-2.929303023,-2.91098304
1.96,-3.356247893,-3.030200348,-3.001173725,-2.963356087,-2.961155202,-2.950289012,-2.96044804,-2.911645928,-3.031774123,-2.962193344,-2.961260297,-2.929173827,-2.91071706,-3.031774123,-2.962193344,-2.961260297,-2.929173827,-2.91071706
1.97,-3.356397853,-3.030070254,-3.001102727,-2.963225806,-2.96102349,-2.95016444,-2.960317056,-2.91148036,-3.031624191,-2.962052929,-2.961124589,-2.929048736,-2.910453917,-3.031624191,-2.962052929,-2.961124589,-2.929048736,-2.910453917
1.98,-3.356543275,-3.029944151,-3.001037976,-2.963099201,-2.960895606,-2.950044355,-2.960189821,-2.911318494,-3.03147824,-2.961916353,-2.960992706,-2.928927634,-2.910193511,-3.03147824,-2.961916353,-2.960992706,-2.928927634,-2.910193511
1.99,-3.356684291,-3.029821914,-3.000979363,-2.962976162,-2.960771437,-2.949928649,-2.960066225,-2.911160222,-3.031336159,-2.96178351,-2.960864538,-2.928810407,-2.909935746,-3.031336159,-2.96178351,-2.960864538,-2.928810407,-2.909935746
2,-3.356821028,-3.029703421,-3.000926777,-2.962856581,-2.960650873,-2.949817217,-2.959946164,-2.911005435,-3.031197841,-2.961654296,-2.960739977,-2.928696946,-2.909680526,-3.031197841,-2.961654296,-2.960739977,-2.928696946,-2.909680526
2.01,-3.356953609,-3.029588552,-3.00088011,-2.962740351,-2.960533807,-2.949709955,-2.959829535,-2.910854032,-3.031063178,-2.961528608,-2.960618919,-2.928587144,-2.909427759,-3.031063178,-2.961528608,-2.960618919,-2.928587144,-2.909427759
2.02,-3.357082154,-3.029477193,-3.000839253,-2.96262737,-2.960420135,-2.949606759,-2.959716237,-2.910705909,-3.030932068,-2.961406346,-2.960501263,-2.928480896,-2.909177356,-3.030932068,-2.961406346,-2.960501263,-2.928480896,-2.909177356
2.03,-3.35720678,-3.029369232,-3.0008041,-2.962517537,-2.960309756,-2.949507531,-2.959606174,-2.910560968,-3.03080441,-2.961287415,-2.960386908,-2.928378099,-2.908929229,-3.03080441,-2.961287415,-2.960386908,-2.928378099,-2.908929229
2.04,-3.357327602,-3.029264561,-3.000774544,-2.962410754,-2.960202572,-2.94941217,-2.95949925,-2.910419113,-3.030680108,-2.961171718,-2.960275757,-2.928278655,-2.908683295,-3.030680108,-2.961171718,-2.960275757,-2.928278655,-2.908683295
2.05,-3.357444729,-3.029163039,-3.00075048,-2.962306926,-2.960098486,-2.949320581,-2.959395374,-2.91028025,-3.030559065,-2.961059166,-2.960167718,-2.928182466,-2.908439471,-3.030559065,-2.961059166,-2.960167718,-2.928182466,-2.908439471
2.06,-3.35755827,-3.029064639,-3.000731803,-2.96220596,-2.959997406,-2.949232669,-2.959294456,-2.910144288,-3.03044119,-2.960949667,-2.960062696,-2.928089438,-2.908197677,-3.03044119,-2.960949667,-2.960062696,-2.928089438,-2.908197677
2.07,-3.357668329,-3.028969223,-3.000718409,-2.962107764,-2.959899241,-2.94914834,-2.959196407,-2.910011138,-3.030326392,-2.960843135,-2.959960604,-2.927999479,-2.907957837,-3.030326392,-2.960843135,-2.959960604,-2.927999479,-2.907957837
2.08,-3.357775008,-3.028876698,-3.000710197,-2.962012251,-2.959803903,-2.949067502,-2.959101144,-2.909880713,-3.030214584,-2.960739485,-2.959861354,-2.9279125,-2.907719875,-3.030214584,-2.960739485,-2.959861354,-2.9279125,-2.907719875
2.09,-3.357878406,-3.02878697,-3.000707063,-2.961919334,-2.959711307,-2.948990066,-2.959008583,-2.909752929,-3.030105682,-2.960638635,-2.959764861,-2.927828412,-2.907483719,-3.030105682,-2.960638635,-2.959764861,-2.927828412,-2.907483719
2.1,-3.35797862,-3.028699949,-3.000708907,-2.96182893,-2.959621369,-2.948915942,-2.958918645,-2.909627704,-3.029999601,-2.960540504,-2.959671043,-2.927747131,-2.907249298,-3.029999601,-2.960540504,-2.959671043,-2.927747131,-2.907249298
2.11,-3.358075741,-3.02861555,-3.000715628,-2.961740957,-2.95953401,-2.948845045,-2.95883125,-2.909504958,-3.029896232,-2.960445013,-2.95957982,-2.927668573,-2.907016545,-3.029896232,-2.960445013,-2.95957982,-2.927668573,-2.907016545
2.12,-3.358169863,-3.028533688,-3.000727127,-2.961655335,-2.959449151,-2.948777289,-2.958746323,-2.909384615,-3.029795558,-2.960352087,-2.959491113,-2.927592659,-2.906785393,-3.029795558,-2.960352087,-2.959491113,-2.927592659,-2.906785393
2.13,-3.358261072,-3.028454281,-3.000743305,-2.961571989,-2.959366716,-2.94871259,-2.95866379,-2.909266597,-3.029697471,-2.960261652,-2.959404847,-2.92751931,-2.90655578,-3.029697471,-2.960261652,-2.959404847,-2.92751931,-2.90655578
2.14,-3.358349456,-3.028377251,-3.000764063,-2.961490841,-2.95928663,-2.948650865,-2.95858358,-2.909150832,-3.029601898,-2.960173635,-2.959320947,-2.927448448,-2.906327642,-3.029601898,-2.960173635,-2.959320947,-2.927448448,-2.906327642
2.15,-3.358435097,-3.028302522,-3.000789306,-2.96141182,-2.959208822,-2.948592034,-2.958505621,-2.909037249,-3.029508766,-2.960087967,-2.959239343,-2.927380001,-2.90610092,-3.029508766,-2.960087967,-2.959239343,-2.927380001,-2.90610092
2.16,-3.358518077,-3.02823002,-3.000818936,-2.961334854,-2.959133224,-2.948536018,-2.958429848,-2.908925779,-3.029418006,-2.960004579,-2.959159965,-2.927313895,-2.905875558,-3.029418006,-2.960004579,-2.959159965,-2.927313895,-2.905875558
2.17,-3.358598475,-3.028159678,-3.000852858,-2.961259875,-2.959059749,-2.948482738,-2.958356193,-2.908816353,-3.029329551,-2.959923406,-2.959082745,-2.927250061,-2.905651498,-3.029329551,-2.959923406,-2.959082745,-2.927250061,-2.905651498
2.18,-3.358676367,-3.028091417,-3.000890977,-2.961186816,-2.958988368,-2.948432117,-2.958284593,-2.908708906,-3.029243335,-2.959844382,-2.959007617,-2.927188429,-2.905428688,-3.029243335,-2.959844382,-2.959007617,-2.927188429,-2.905428688
2.19,-3.358751828,-3.028025174,-3.000933198,-2.961115611,-2.958918998,-2.94838408,-2.958214987,-2.908603376,-3.029159293,-2.959767447,-2.958934517,-2.927128933,-2.905207076,-3.029159293,-2.959767447,-2.958934517,-2.927128933,-2.905207076
2.2,-3.358824931,-3.027960886,-3.000979429,-2.961046197,-2.958851579,-2.948338554,-2.958147313,-2.908499699,-3.029077363,-2.959692538,-2.958863384,-2.927071508,-2.904986612,-3.029077363,-2.959692538,-2.958863384,-2.927071508,-2.904986612
2.21,-3.358895746,-3.027898489,-3.001029577,-2.960978513,-2.95878605,-2.948295465,-2.958081513,-2.908397817,-3.028997486,-2.959619597,-2.958794157,-2.927016091,-2.904767247,-3.028997486,-2.959619597,-2.958794157,-2.927016091,-2.904767247
2.22,-3.358964342,-3.027837924,-3.001083549,-2.9609125,-2.958722354,-2.948254743,-2.95801753,-2.90829767,-3.028919603,-2.959548566,-2.958726779,-2.926962605,-2.904548934,-3.028919603,-2.959548566,-2.958726779,-2.926962605,-2.904548934
2.23,-3.359030784,-3.02777913,-3.001141256,-2.9608481,-2.958660434,-2.948216316,-2.957955311,-2.908199203,-3.028843658,-2.95947939,-2.958661191,-2.926911024,-2.904331633,-3.028843658,-2.95947939,-2.958661191,-2.926911024,-2.904331633
2.24,-3.359095138,-3.027722052,-3.001202606,-2.960785256,-2.958600236,-2.948180116,-2.9578948,-2.90810236,-3.028769594,-2.959412015,-2.958597339,-2.926861272,-2.904115299,-3.028769594,-2.959412015,-2.958597339,-2.926861272,-2.904115299
2.25,-3.359157467,-3.027666633,-3.00126751,-2.960723915,-2.958541707,-2.948146076,-2.957835947,-2.908007088,-3.02869736,-2.959346388,-2.95853517,-2.926813294,-2.90389989,-3.02869736,-2.959346388,-2.95853517,-2.926813294,-2.90389989
2.26,-3.359217831,-3.027612823,-3.00133588,-2.960664025,-2.958484796,-2.948114129,-2.957778701,-2.907913336,-3.028626902,-2.959282459,-2.958474633,-2.926767035,-2.903685368,-3.028626902,-2.959282459,-2.958474633,-2.926767035,-2.903685368
2.27,-3.359276289,-3.027560568,-3.001407627,-2.960605533,-2.958429453,-2.94808421,-2.957723013,-2.907821054,-3.028558171,-2.959220177,-2.958415677,-2.926722441,-2.903471695,-3.028558171,-2.959220177,-2.958415677,-2.926722441,-2.903471695
2.28,-3.3593329,-3.027509819,-3.001482663,-2.960548392,-2.95837563,-2.948056255,-2.957668837,-2.907730192,-3.028491118,-2.959159494,-2.958358253,-2.926679461,-2.903258834,-3.028491118,-2.959159494,-2.958358253,-2.926679461,-2.903258834
2.29,-3.35938772,-3.027460528,-3.001560903,-2.960492552,-2.95832328,-2.948030201,-2.957616126,-2.907640704,-3.028425696,-2.959100364,-2.958302315,-2.926638045,-2.90304674,-3.028425696,-2.959100364,-2.958302315,-2.926638045,-2.90304674
2.3,-3.359440802,-3.027412649,-3.00164226,-2.960437969,-2.958272359,-2.948005987,-2.957564837,-2.907552544,-3.028361858,-2.959042743,-2.958247818,-2.926598145,-2.902835404,-3.028361858,-2.959042743,-2.958247818,-2.926598145,-2.902835404
2.31,-3.359492199,-3.027366136,-3.001726651,-2.960384596,-2.958222823,-2.947983552,-2.957514925,-2.907465668,-3.028299561,-2.958986585,-2.958194715,-2.926559713,-2.902624782,-3.028299561,-2.958986585,-2.958194715,-2.926559713,-2.902624782
2.32,-3.359541963,-3.027320947,-3.001813989,-2.960332392,-2.958174629,-2.947962837,-2.95746635,-2.907380032,-3.028238761,-2.958931848,-2.958142966,-2.926522703,-2.902414844,-3.028238761,-2.958931848,-2.958142966,-2.926522703,-2.902414844
2.33,-3.359590144,-3.02727704,-3.001904192,-2.960281313,-2.958127736,-2.947943784,-2.957419072,-2.907295595,-3.028179415,-2.95887849,-2.958092529,-2.92648707,-2.902205562,-3.028179415,-2.95887849,-2.958092529,-2.92648707,-2.902205562
2.34,-3.35963679,-3.027234373,-3.001997178,-2.96023132,-2.958082106,-2.947926336,-2.957373051,-2.907212317,-3.028121485,-2.958826473,-2.958043363,-2.926452772,-2.901996909,-3.028121485,-2.958826473,-2.958043363,-2.926452772,-2.901996909
2.35,-3.359681947,-3.027192908,-3.002092864,-2.960182379,-2.958037699,-2.947910437,-2.957328249,-2.90713017,-3.02806493,-2.958775756,-2.957995429,-2.926419766,-2.901788859,-3.02806493,-2.958775756,-2.957995429,-2.926419766,-2.901788859
2.36,-3.359725662,-3.027152606,-3.00219117,-2.96013444,-2.957994477,-2.947896032,-2.957284629,-2.907049092,-3.028009706,-2.958726285,-2.957948691,-2.926388012,-2.901581387,-3.028009706,-2.958726285,-2.957948691,-2.926388012,-2.901581387
2.37,-3.359767979,-3.027113432,-3.002292014,-2.960087474,-2.957952407,-2.947883068,-2.957242157,-2.90696906,-3.027955788,-2.958678057,-2.957903111,-2.926357469,-2.901374472,-3.027955788,-2.958678057,-2.957903111,-2.926357469,-2.901374472
2.38,-3.359808941,-3.027075348,-3.002395319,-2.960041444,-2.957911451,-2.947871493,-2.957200798,-2.906890037,-3.027903135,-2.95863102,-2.957858654,-2.9263281,-2.901168091,-3.027903135,-2.95863102,-2.957858654,-2.9263281,-2.901168091
2.39,-3.359848589,-3.027038323,-3.002501005,-2.959996318,-2.957871577,-2.947861255,-2.957160518,-2.906811989,-3.027851711,-2.958585138,-2.957815287,-2.926299867,-2.900962224,-3.027851711,-2.958585138,-2.957815287,-2.926299867,-2.900962224
2.4,-3.359886964,-3.027002321,-3.002608994,-2.959952061,-2.957832752,-2.947852304,-2.957121285,-2.906734883,-3.027801483,-2.958540378,-2.957772976,-2.926272734,-2.900756851,-3.027801483,-2.958540378,-2.957772976,-2.926272734,-2.900756851
2.41,-3.359924106,-3.026967312,-3.00271921,-2.959908643,-2.957794945,-2.94784459,-2.957083068,-2.906658686,-3.027752419,-2.958496709,-2.95773169,-2.926246665,-2.900551956,-3.027752419,-2.958496709,-2.95773169,-2.926246665,-2.900551956
2.42,-3.359960053,-3.026933264,-3.002831577,-2.959866032,-2.957758124,-2.947838067,-2.957045837,-2.906583366,-3.027704486,-2.958454097,-2.957691397,-2.926221627,-2.900347521,-3.027704486,-2.958454097,-2.957691397,-2.926221627,-2.900347521
2.43,-3.359994841,-3.026900149,-3.002946017,-2.959824202,-2.95772226,-2.947832684,-2.957009563,-2.906508895,-3.027657653,-2.958412513,-2.957652068,-2.926197586,-2.900143531,-3.027657653,-2.958412513,-2.957652068,-2.926197586,-2.900143531
